work,book_n,line_n,word_n,word,lemma,appositive
Argon.,1,2,2,οἳ,ὁ,no
Argon.,1,15,7,οἱ,ὁ,postpositive
Argon.,1,18,4,οἱ,ὁ,postpositive
Argon.,1,23,5,τόν,ὁ,no
Argon.,1,40,4,τοῖσι,ὁ,no
Argon.,1,43,6,οἱ,ὁ,postpositive
Argon.,1,44,8,τὸ,ὁ,prepositive
Argon.,1,47,4,τῆς,ὁ,no
Argon.,1,53,1,τοῖσι,ὁ,no
Argon.,1,54,3,τὸν,ὁ,no
Argon.,1,56,1,τὼ,ὁ,no
Argon.,1,61,3,οἱ,ὁ,no
Argon.,1,72,2,ὁ,ὁ,no
Argon.,1,72,5,ὁ,ὁ,no
Argon.,1,73,2,ὁ,ὁ,no
Argon.,1,77,6,τόν,ὁ,no
Argon.,1,86,1,τῷ,ὁ,no
Argon.,1,90,1,τοῖσι,ὁ,no
Argon.,1,95,1,τοῖς,ὁ,no
Argon.,1,111,9,οἱ,ὁ,postpositive
Argon.,1,115,5,τοῖσιν,ὁ,no
Argon.,1,120,2,τῆς,ὁ,no
Argon.,1,126,1,τὴν,ὁ,prepositive
Argon.,1,128,1,τὸν,ὁ,no
Argon.,1,131,4,οἱ,ὁ,postpositive
Argon.,1,133,1,τῷ,ὁ,no
Argon.,1,140,4,τὸν,ὁ,prepositive
Argon.,1,141,3,οἱ,ὁ,postpositive
Argon.,1,148,2,τοὺς,ὁ,no
Argon.,1,158,5,οἱ,ὁ,postpositive
Argon.,1,160,2,τὸ,ὁ,no
Argon.,1,162,1,οἳ,ὁ,no
Argon.,1,164,2,τὸν,ὁ,no
Argon.,1,165,1,τῶν,ὁ,no
Argon.,1,165,6,ὁ,ὁ,no
Argon.,1,169,7,οἱ,ὁ,postpositive
Argon.,1,171,6,τὸν,ὁ,no
Argon.,1,179,4,τοῖσι,ὁ,no
Argon.,1,180,1,τόν,ὁ,no
Argon.,1,186,2,ὁ,ὁ,no
Argon.,1,187,3,ὁ,ὁ,no
Argon.,1,190,4,τοῖσιν,ὁ,no
Argon.,1,193,7,τὸν,ὁ,no
Argon.,1,196,2,τοῦ,ὁ,no
Argon.,1,199,3,οἱ,ὁ,postpositive
Argon.,1,205,4,ὃ,ὁ,no
Argon.,1,208,5,οἱ,ὁ,postpositive
Argon.,1,219,1,τὼ,ὁ,no
Argon.,1,227,4,τὼ,ὁ,no
Argon.,1,229,1,τοὺς,ὁ,prepositive
Argon.,1,231,1,οἱ,ὁ,prepositive
Argon.,1,239,5,οἱ,ὁ,prepositive
Argon.,1,247,8,αἱ,ὁ,prepositive
Argon.,1,253,9,οἱ,ὁ,postpositive
Argon.,1,254,3,τὸ,ὁ,no
Argon.,1,260,1,αἱ,ὁ,no
Argon.,1,265,2,ὁ,ὁ,no
Argon.,1,265,3,τῶν,ὁ,no
Argon.,1,267,2,οἱ,ὁ,no
Argon.,1,268,4,τὰ,ὁ,prepositive
Argon.,1,274,1,τῇ,ὁ,prepositive
Argon.,1,282,3,τὸ,ὁ,prepositive
Argon.,1,284,4,ἡ,ὁ,no
Argon.,1,284,5,τὸ,ὁ,no
Argon.,1,290,5,τὸ,ὁ,no
Argon.,1,292,5,ταὶ,ὁ,prepositive
Argon.,1,293,5,ὁ,ὁ,no
Argon.,1,299,1,τῶν,ὁ,no
Argon.,1,306,3,ὁ,ὁ,no
Argon.,1,311,3,τῷ,ὁ,no
Argon.,1,315,2,ἡ,ὁ,no
Argon.,1,316,2,ὁ,ὁ,no
Argon.,1,318,5,τῇ,ὁ,no
Argon.,1,320,6,οἱ,ὁ,prepositive
Argon.,1,324,3,ὁ,ὁ,no
Argon.,1,325,6,ὁ,ὁ,no
Argon.,1,326,2,τήν,ὁ,no
Argon.,1,326,3,οἱ,ὁ,postpositive
Argon.,1,327,3,τὼ,ὁ,no
Argon.,1,328,2,τοὺς,ὁ,no
Argon.,1,331,1,τοῖσιν,ὁ,no
Argon.,1,334,6,τοῖο,ὁ,no
Argon.,1,338,3,τὸν,ὁ,prepositive
Argon.,1,339,5,τὰ,ὁ,prepositive
Argon.,1,343,3,ὁ,ὁ,no
Argon.,1,360,3,ὅ,ὁ,no
Argon.,1,363,8,οἱ,ὁ,no
Argon.,1,365,4,τὸν,ὁ,no
Argon.,1,376,1,τὴν,ὁ,no
Argon.,1,380,1,τῶν,ὁ,no
Argon.,1,383,6,τοὶ,ὁ,no
Argon.,1,386,2,ἡ,ὁ,no
Argon.,1,387,3,οἱ,ὁ,no
Argon.,1,388,1,αἱ,ὁ,no
Argon.,1,390,6,οἱ,ὁ,no
Argon.,1,392,8,οἱ,ὁ,postpositive
Argon.,1,394,3,τὰ,ὁ,prepositive
Argon.,1,399,1,τοῖς,ὁ,no
Argon.,1,407,5,τοὺς,ὁ,no
Argon.,1,408,5,οἱ,ὁ,no
Argon.,1,425,7,τὼ,ὁ,no
Argon.,1,427,2,ὁ,ὁ,no
Argon.,1,428,2,ὁ,ὁ,prepositive
Argon.,1,432,1,τοὺς,ὁ,no
Argon.,1,435,4,ὁ,ὁ,no
Argon.,1,437,5,τοῖό,ὁ,no
Argon.,1,451,1,αἱ,ὁ,no
Argon.,1,462,1,τὸν,ὁ,no
Argon.,1,465,3,τό,ὁ,no
Argon.,1,474,5,οἱ,ὁ,no
Argon.,1,481,4,τοὺς,ὁ,no
Argon.,1,497,1,τὸ,ὁ,prepositive
Argon.,1,505,6,ὁ,ὁ,no
Argon.,1,506,1,ἡ,ὁ,no
Argon.,1,507,1,οἱ,ὁ,no
Argon.,1,509,5,οἱ,ὁ,no
Argon.,1,511,5,τὰ,ὁ,no
Argon.,1,512,3,ὁ,ὁ,no
Argon.,1,513,1,τοὶ,ὁ,no
Argon.,1,517,1,ἣ,ὁ,prepositive
Argon.,1,526,3,οἱ,ὁ,postpositive
Argon.,1,526,7,τό,ὁ,no
Argon.,1,528,1,οἱ,ὁ,no
Argon.,1,532,4,οἱ,ὁ,postpositive
Argon.,1,532,8,οἱ,ὁ,postpositive
Argon.,1,536,1,οἱ,ὁ,no
Argon.,1,540,2,οἱ,ὁ,no
Argon.,1,548,6,οἳ,ὁ,no
Argon.,1,557,3,οἱ,ὁ,postpositive
Argon.,1,559,1,οἱ,ὁ,no
Argon.,1,569,1,τοῖσι,ὁ,no
Argon.,1,571,2,ἣ,ὁ,no
Argon.,1,572,5,τοὶ,ὁ,no
Argon.,1,577,3,ὁ,ὁ,no
Argon.,1,579,2,τὴν,ὁ,no
Argon.,1,591,1,τὴν,ὁ,prepositive
Argon.,1,602,2,ἣ,ὁ,no
Argon.,1,605,1,τοῖσιν,ὁ,no
Argon.,1,617,4,τῇσιν,ὁ,no
Argon.,1,621,3,ὃ,ὁ,no
Argon.,1,623,5,τὸν,ὁ,no
Argon.,1,625,5,τόν,ὁ,no
Argon.,1,627,1,τῇσι,ὁ,no
Argon.,1,630,3,τὸ,ὁ,no
Argon.,1,637,2,ἡ,ὁ,no
Argon.,1,637,5,τῇσι,ὁ,no
Argon.,1,641,4,τῷπέρ,ὁ,no
Argon.,1,643,3,ὅ,ὁ,no
Argon.,1,643,4,οἱ,ὁ,postpositive
Argon.,1,656,5,τῇσιν,ὁ,no
Argon.,1,663,3,τοῖσι,ὁ,no
Argon.,1,666,2,τοῦ,ὁ,no
Argon.,1,671,1,τῇ,ὁ,no
Argon.,1,681,3,τὸ,ὁ,no
Argon.,1,689,7,τὰ,ὁ,no
Argon.,1,692,2,ἣ,ὁ,no
Argon.,1,705,3,οἱ,ὁ,postpositive
Argon.,1,709,7,οἱ,ὁ,no
Argon.,1,710,2,ὅ,ὁ,no
Argon.,1,712,2,τοί,ὁ,no
Argon.,1,714,3,οἱ,ὁ,postpositive
Argon.,1,722,4,τήν,ὁ,no
Argon.,1,722,5,οἱ,ὁ,postpositive
Argon.,1,725,1,τῆς,ὁ,no
Argon.,1,733,2,τὴν,ὁ,no
Argon.,1,737,3,τῆς,ὁ,no
Argon.,1,740,4,οἱ,ὁ,postpositive
Argon.,1,743,7,οἱ,ὁ,postpositive
Argon.,1,745,4,τὸ,ὁ,prepositive
Argon.,1,749,1,οἱ,ὁ,no
Argon.,1,750,3,τῶν,ὁ,no
Argon.,1,753,2,τὸν,ὁ,no
Argon.,1,754,4,οἱ,ὁ,postpositive
Argon.,1,755,1,τὸν,ὁ,no
Argon.,1,756,2,τῷ,ὁ,no
Argon.,1,764,3,ὁ,ὁ,no
Argon.,1,767,2,ὃ,ὁ,no
Argon.,1,768,1,τοῖ’,ὁ,no
Argon.,1,769,6,ὅ,ὁ,no
Argon.,1,770,4,οἱ,ὁ,postpositive
Argon.,1,772,1,τὴν,ὁ,prepositive
Argon.,1,781,1,τῷ,ὁ,no
Argon.,1,784,3,ὁ,ὁ,no
Argon.,1,790,3,ἡ,ὁ,no
Argon.,1,808,4,τὸ,ὁ,prepositive
Argon.,1,811,9,τῇσιν,ὁ,no
Argon.,1,816,3,τὸ,ὁ,no
Argon.,1,824,1,οἱ,ὁ,no
Argon.,1,835,3,ὁ,ὁ,no
Argon.,1,848,1,τόν,ὁ,no
Argon.,1,853,2,ὁ,ὁ,no
Argon.,1,854,2,οἱ,ὁ,prepositive
Argon.,1,855,3,ὁ,ὁ,no
Argon.,1,872,6,τὸν,ὁ,no
Argon.,1,878,2,ταὶ,ὁ,no
Argon.,1,881,3,ταὶ,ὁ,no
Argon.,1,887,2,τὰ,ὁ,no
Argon.,1,887,4,οἱ,ὁ,postpositive
Argon.,1,897,6,τό,ὁ,no
Argon.,1,899,1,τὴν,ὁ,no
Argon.,1,900,2,τὰ,ὁ,no
Argon.,1,908,6,τοῖο,ὁ,prepositive
Argon.,1,919,1,τῶν,ὁ,no
Argon.,1,920,5,οἳ,ὁ,no
Argon.,1,921,3,τὰ,ὁ,no
Argon.,1,923,2,τῇ,ὁ,no
Argon.,1,923,6,τῇ,ὁ,no
Argon.,1,928,4,τὸ,ὁ,no
Argon.,1,929,2,τὸ,ὁ,no
Argon.,1,932,4,τῇ,ὁ,no
Argon.,1,939,6,οἱ,ὁ,postpositive
Argon.,1,942,2,τὸ,ὁ,no
Argon.,1,945,1,αἱ,ὁ,no
Argon.,1,945,7,ταὶ,ὁ,no
Argon.,1,950,2,τοὺς,ὁ,no
Argon.,1,952,1,τοῦ,ὁ,no
Argon.,1,952,4,τὰ,ὁ,prepositive
Argon.,1,960,2,ἣ,ὁ,no
Argon.,1,961,1,τοὺς,ὁ,no
Argon.,1,969,6,οἱ,ὁ,postpositive
Argon.,1,974,3,οἱ,ὁ,postpositive
Argon.,1,976,3,τὴν,ὁ,no
Argon.,1,979,1,τοῖς,ὁ,no
Argon.,1,980,6,ὁ,ὁ,no
Argon.,1,982,1,οἱ,ὁ,no
Argon.,1,994,5,τοὶ,ὁ,no
Argon.,1,1006,2,οἱ,ὁ,postpositive
Argon.,1,1009,3,τοὶ,ὁ,no
Argon.,1,1015,1,ἡ,ὁ,no
Argon.,1,1034,3,ὁ,ὁ,no
Argon.,1,1035,3,τὴν,ὁ,no
Argon.,1,1037,2,τὸν,ὁ,prepositive
Argon.,1,1046,4,τοῖσιν,ὁ,no
Argon.,1,1049,1,οἱ,ὁ,prepositive
Argon.,1,1061,1,ἣ,ὁ,prepositive
Argon.,1,1065,5,τὴν,ὁ,no
Argon.,1,1067,2,οἱ,ὁ,postpositive
Argon.,1,1079,6,τοὺς,ὁ,no
Argon.,1,1084,1,ἡ,ὁ,no
Argon.,1,1088,2,τὴν,ὁ,no
Argon.,1,1090,1,τὸν,ὁ,no
Argon.,1,1097,3,τὰ,ὁ,prepositive
Argon.,1,1098,3,τῆς,ὁ,no
Argon.,1,1100,2,οἱ,ὁ,postpositive
Argon.,1,1103,3,τῷ,ὁ,no
Argon.,1,1109,1,οἱ,ὁ,no
Argon.,1,1112,1,τοῖσι,ὁ,no
Argon.,1,1118,3,τὸ,ὁ,no
Argon.,1,1127,1,οἳ,ὁ,no
Argon.,1,1140,1,ἡ,ὁ,no
Argon.,1,1141,3,τὰ,ὁ,prepositive
Argon.,1,1145,4,ἡ,ὁ,no
Argon.,1,1156,1,οἱ,ὁ,no
Argon.,1,1157,3,τὴν,ὁ,no
Argon.,1,1161,6,ὁ,ὁ,no
Argon.,1,1179,1,τοὺς,ὁ,no
Argon.,1,1182,4,οἱ,ὁ,no
Argon.,1,1182,8,τοὶ,ὁ,no
Argon.,1,1184,2,τοὶ,ὁ,no
Argon.,1,1185,1,οἱ,ὁ,no
Argon.,1,1187,2,ὁ,ὁ,no
Argon.,1,1196,1,τὴν,ὁ,no
Argon.,1,1205,3,τὴν,ὁ,no
Argon.,1,1208,7,οἱ,ὁ,postpositive
Argon.,1,1212,2,τὰ,ὁ,prepositive
Argon.,1,1215,2,ὁ,ὁ,no
Argon.,1,1216,5,ὁ,ὁ,no
Argon.,1,1220,2,τὰ,ὁ,no
Argon.,1,1222,4,οἱ,ὁ,no
Argon.,1,1226,1,αἱ,ὁ,no
Argon.,1,1228,1,ἡ,ὁ,no
Argon.,1,1229,3,τὸν,ὁ,no
Argon.,1,1231,3,οἱ,ὁ,postpositive
Argon.,1,1232,3,τὴν,ὁ,no
Argon.,1,1234,4,τὰ,ὁ,prepositive
Argon.,1,1240,1,τοῦ,ὁ,prepositive
Argon.,1,1247,2,ὁ,ὁ,prepositive
Argon.,1,1249,5,οἱ,ὁ,postpositive
Argon.,1,1261,3,τῷ,ὁ,prepositive
Argon.,1,1264,1,τὴν,ὁ,no
Argon.,1,1276,1,οἱ,ὁ,no
Argon.,1,1285,3,τὸν,ὁ,prepositive
Argon.,1,1286,3,ὁ,ὁ,no
Argon.,1,1292,2,τὸ,ὁ,no
Argon.,1,1295,3,οἳ,ὁ,no
Argon.,1,1296,7,τὼ,ὁ,no
Argon.,1,1296,9,οἱ,ὁ,postpositive
Argon.,1,1303,4,ὅ,ὁ,no
Argon.,1,1309,2,τὰ,ὁ,no
Argon.,1,1310,1,τοῖσιν,ὁ,no
Argon.,1,1317,2,οἱ,ὁ,postpositive
Argon.,1,1327,3,οἱ,ὁ,postpositive
Argon.,1,1329,4,ὁ,ὁ,no
Argon.,1,1336,1,τὸν,ὁ,no
Argon.,1,1338,3,τοῖσιν,ὁ,no
Argon.,1,1345,1,τὼ,ὁ,no
Argon.,1,1345,5,ὁ,ὁ,no
Argon.,1,1347,3,ὁ,ὁ,no
Argon.,1,1349,6,οἱ,ὁ,postpositive
Argon.,1,1351,1,τοῖο,ὁ,no
Argon.,1,1357,2,οἱ,ὁ,postpositive
Argon.,1,1360,3,οἱ,ὁ,no
Argon.,2,11,3,τάπερ,ὁ,no
Argon.,2,15,4,τὸν,ὁ,prepositive
Argon.,2,19,5,τοὺς,ὁ,no
Argon.,2,25,4,ὁ,ὁ,no
Argon.,2,27,3,ὁ,ὁ,prepositive
Argon.,2,28,1,τῶν,ὁ,no
Argon.,2,29,2,τόν,ὁ,no
Argon.,2,31,2,τό,ὁ,no
Argon.,2,32,3,ὁ,ὁ,no
Argon.,2,34,2,τὴν,ὁ,no
Argon.,2,38,2,ὁ,ὁ,no
Argon.,2,40,4,ὁ,ὁ,no
Argon.,2,44,7,οἱ,ὁ,postpositive
Argon.,2,49,7,οἱ,ὁ,postpositive
Argon.,2,51,1,τοῖσι,ὁ,no
Argon.,2,54,2,ὁ,ὁ,no
Argon.,2,61,5,οἱ,ὁ,postpositive
Argon.,2,62,1,τοὺς,ὁ,no
Argon.,2,62,4,τοῦ,ὁ,no
Argon.,2,65,1,τῷ,ὁ,no
Argon.,2,67,1,οἱ,ὁ,no
Argon.,2,71,6,ἡ,ὁ,no
Argon.,2,75,2,ὁ,ὁ,no
Argon.,2,82,4,τοῖσι,ὁ,no
Argon.,2,92,5,ὁ,ὁ,prepositive
Argon.,2,94,2,ὁ,ὁ,no
Argon.,2,96,2,ὁ,ὁ,no
Argon.,2,96,8,οἱ,ὁ,no
Argon.,2,97,3,τοῦ,ὁ,no
Argon.,2,101,1,τοῦ,ὁ,no
Argon.,2,103,5,ἡ,ὁ,no
Argon.,2,106,1,τὸν,ὁ,no
Argon.,2,107,6,τοῦ,ὁ,no
Argon.,2,109,3,οἱ,ὁ,postpositive
Argon.,2,121,5,οἱ,ὁ,postpositive
Argon.,2,126,3,ὅ,ὁ,no
Argon.,2,127,4,τὰ,ὁ,no
Argon.,2,132,1,αἱ,ὁ,no
Argon.,2,137,4,ὃ,ὁ,no
Argon.,2,142,1,οἱ,ὁ,no
Argon.,2,144,7,τοῖσιν,ὁ,no
Argon.,2,154,4,τὰ,ὁ,prepositive
Argon.,2,160,2,τῇ,ὁ,no
Argon.,2,180,3,τήν,ὁ,no
Argon.,2,180,4,οἱ,ὁ,postpositive
Argon.,2,183,3,οἱ,ὁ,postpositive
Argon.,2,185,5,οἱ,ὁ,postpositive
Argon.,2,193,3,οἱ,ὁ,postpositive
Argon.,2,195,6,οἱ,ὁ,postpositive
Argon.,2,200,6,οἱ,ὁ,postpositive
Argon.,2,206,1,οἱ,ὁ,no
Argon.,2,207,4,ὁ,ὁ,no
Argon.,2,207,5,τοῖσι,ὁ,no
Argon.,2,231,3,οἱ,ὁ,postpositive
Argon.,2,234,1,τὰς,ὁ,no
Argon.,2,236,4,ὁ,ὁ,no
Argon.,2,238,1,τῶν,ὁ,no
Argon.,2,253,3,τοῖό,ὁ,no
Argon.,2,254,3,τοῦ,ὁ,no
Argon.,2,254,7,ὁ,ὁ,prepositive
Argon.,2,257,4,ὅ,ὁ,no
Argon.,2,260,2,οἳ,ὁ,no
Argon.,2,262,1,τὼ,ὁ,no
Argon.,2,266,3,τὰ,ὁ,no
Argon.,2,266,5,ὁ,ὁ,prepositive
Argon.,2,267,1,αἱ,ὁ,no
Argon.,2,269,4,οἱ,ὁ,prepositive
Argon.,2,270,4,αἱ,ὁ,no
Argon.,2,273,1,τάων,ὁ,no
Argon.,2,283,1,τάων,ὁ,no
Argon.,2,290,5,οἱ,ὁ,postpositive
Argon.,2,295,1,οἱ,ὁ,no
Argon.,2,297,2,τοῖό,ὁ,no
Argon.,2,298,6,αἱ,ὁ,no
Argon.,2,299,4,ἡ,ὁ,no
Argon.,2,303,2,τά,ὁ,no
Argon.,2,319,1,τάων,ὁ,no
Argon.,2,345,2,τὰ,ὁ,no
Argon.,2,357,4,τῇ,ὁ,no
Argon.,2,358,2,τοῖσίν,ὁ,no
Argon.,2,359,3,τοῦ,ὁ,no
Argon.,2,362,1,τῆς,ὁ,no
Argon.,2,367,4,τὸν,ὁ,no
Argon.,2,376,2,τοὶ,ὁ,no
Argon.,2,379,1,τῇ,ὁ,no
Argon.,2,382,1,τοὺς,ὁ,no
Argon.,2,384,2,οἳ,ὁ,no
Argon.,2,385,3,τῇ,ὁ,no
Argon.,2,391,2,τὰ,ὁ,prepositive
Argon.,2,396,4,τοῖσιν,ὁ,no
Argon.,2,406,5,οἱ,ὁ,postpositive
Argon.,2,408,4,τοὺς,ὁ,no
Argon.,2,415,7,τὸ,ὁ,no
Argon.,2,419,3,τὸν,ὁ,no
Argon.,2,419,5,ὁ,ὁ,no
Argon.,2,424,4,τῆς,ὁ,no
Argon.,2,428,6,οἱ,ὁ,no
Argon.,2,433,6,αἱ,ὁ,no
Argon.,2,443,4,ὁ,ὁ,no
Argon.,2,444,2,τὸ,ὁ,no
Argon.,2,446,3,τοῦ,ὁ,no
Argon.,2,450,2,τὸν,ὁ,no
Argon.,2,451,2,οἳ,ὁ,no
Argon.,2,453,1,τοῖς,ὁ,no
Argon.,2,453,2,ὁ,ὁ,prepositive
Argon.,2,456,2,τοῖσιν,ὁ,no
Argon.,2,456,8,οἱ,ὁ,postpositive
Argon.,2,461,3,οἱ,ὁ,postpositive
Argon.,2,462,1,τοὺς,ὁ,no
Argon.,2,463,2,ὁ,ὁ,prepositive
Argon.,2,466,3,τοῦ,ὁ,no
Argon.,2,476,2,ὁ,ὁ,no
Argon.,2,480,5,ὁ,ὁ,no
Argon.,2,482,1,τῷ,ὁ,no
Argon.,2,490,4,ὁ,ὁ,no
Argon.,2,496,4,τοὶ,ὁ,no
Argon.,2,497,1,τοὶ,ὁ,no
Argon.,2,501,8,οἱ,ὁ,postpositive
Argon.,2,508,1,τὴν,ὁ,no
Argon.,2,511,1,τῷ,ὁ,prepositive
Argon.,2,524,6,τοῖο,ὁ,no
Argon.,2,528,2,τὰ,ὁ,no
Argon.,2,549,1,οἱ,ὁ,no
Argon.,2,555,4,ὁ,ὁ,no
Argon.,2,556,4,οἱ,ὁ,no
Argon.,2,559,4,τὰς,ὁ,no
Argon.,2,561,6,ὁ,ὁ,no
Argon.,2,562,4,τοὶ,ὁ,no
Argon.,2,563,4,ἡ,ὁ,no
Argon.,2,564,2,ταὶ,ὁ,no
Argon.,2,572,5,ἡ,ὁ,no
Argon.,2,575,2,τοὺς,ὁ,no
Argon.,2,581,5,οἱ,ὁ,prepositive
Argon.,2,585,2,τὸ,ὁ,prepositive
Argon.,2,589,5,οἱ,ὁ,no
Argon.,2,594,1,ἡ,ὁ,no
Argon.,2,596,5,αἱ,ὁ,no
Argon.,2,600,1,ἡ,ὁ,prepositive
Argon.,2,605,3,ὃ,ὁ,no
Argon.,2,607,1,οἱ,ὁ,no
Argon.,2,613,2,οἱ,ὁ,postpositive
Argon.,2,620,7,ὁ,ὁ,no
Argon.,2,632,2,τὸ,ὁ,prepositive
Argon.,2,633,2,τὰ,ὁ,prepositive
Argon.,2,635,8,τοῖο,ὁ,no
Argon.,2,636,2,τοῦ,ὁ,no
Argon.,2,638,5,οἱ,ὁ,no
Argon.,2,639,3,ὁ,ὁ,no
Argon.,2,652,1,τῇ,ὁ,no
Argon.,2,655,7,οἱ,ὁ,postpositive
Argon.,2,658,1,τοῦ,ὁ,no
Argon.,2,666,5,οἱ,ὁ,no
Argon.,2,668,1,τοῖς,ὁ,no
Argon.,2,674,1,τοῖσι,ὁ,no
Argon.,2,679,4,ἡ,ὁ,no
Argon.,2,681,1,τοὺς,ὁ,no
Argon.,2,683,8,ὁ,ὁ,no
Argon.,2,688,3,τὰ,ὁ,no
Argon.,2,691,3,οἱ,ὁ,postpositive
Argon.,2,694,5,τοὶ,ὁ,no
Argon.,2,695,2,οἱ,ὁ,no
Argon.,2,698,1,τοῖσι,ὁ,no
Argon.,2,718,5,ὅ,ὁ,no
Argon.,2,729,1,ἡ,ὁ,no
Argon.,2,730,5,τῇ,ὁ,no
Argon.,2,731,6,τῇσιν,ὁ,no
Argon.,2,746,1,τὸν,ὁ,no
Argon.,2,750,1,τῇ,ὁ,no
Argon.,2,754,5,ὃ,ὁ,no
Argon.,2,755,7,τοῖο,ὁ,no
Argon.,2,762,3,οἱ,ὁ,postpositive
Argon.,2,771,4,ὁ,ὁ,no
Argon.,2,785,7,οἱ,ὁ,postpositive
Argon.,2,787,3,οἳ,ὁ,no
Argon.,2,790,4,τοῖς,ὁ,no
Argon.,2,800,3,ἡ,ὁ,prepositive
Argon.,2,803,5,τοῖο,ὁ,prepositive
Argon.,2,807,4,τὸ,ὁ,no
Argon.,2,813,5,τοῖσι,ὁ,no
Argon.,2,824,3,ὁ,ὁ,no
Argon.,2,827,7,οἱ,ὁ,no
Argon.,2,832,2,τὸν,ὁ,no
Argon.,2,833,1,τὸν,ὁ,no
Argon.,2,840,1,ἣ,ὁ,prepositive
Argon.,2,844,9,τὸ,ὁ,no
Argon.,2,849,3,οἱ,ὁ,no
Argon.,2,854,6,οἱ,ὁ,postpositive
Argon.,2,855,8,τὸν,ὁ,no
Argon.,2,875,1,τῶν,ὁ,no
Argon.,2,878,3,τοῖο,ὁ,no
Argon.,2,881,1,οἱ,ὁ,no
Argon.,2,885,1,τὸν,ὁ,no
Argon.,2,887,4,τὸ,ὁ,no
Argon.,2,888,1,οἱ,ὁ,no
Argon.,2,896,1,τὸν,ὁ,no
Argon.,2,921,3,ὁ,ὁ,no
Argon.,2,921,9,οἱ,ὁ,prepositive
Argon.,2,922,2,τοὺς,ὁ,no
Argon.,2,924,1,οἱ,ὁ,no
Argon.,2,926,3,οἱ,ὁ,postpositive
Argon.,2,929,4,τοῦ,ὁ,no
Argon.,2,932,4,ἡ,ὁ,no
Argon.,2,947,5,οἱ,ὁ,postpositive
Argon.,2,949,3,ὁ,ὁ,no
Argon.,2,950,2,ὅ,ὁ,no
Argon.,2,951,1,ἡ,ὁ,no
Argon.,2,953,5,τοῖς,ὁ,no
Argon.,2,962,1,τοῖσι,ὁ,no
Argon.,2,967,5,οἱ,ὁ,postpositive
Argon.,2,969,3,ὁ,ὁ,no
Argon.,2,970,1,τῆς,ὁ,no
Argon.,2,972,1,τῷ,ὁ,no
Argon.,2,976,1,ἡ,ὁ,no
Argon.,2,979,4,οἱ,ὁ,postpositive
Argon.,2,981,4,ἡ,ὁ,no
Argon.,2,982,1,ἡ,ὁ,no
Argon.,2,983,3,ὁ,ὁ,no
Argon.,2,994,2,οἱ,ὁ,no
Argon.,2,998,5,τῇσιν,ὁ,no
Argon.,2,1002,1,τοῖσι,ὁ,no
Argon.,2,1009,1,τοὺς,ὁ,no
Argon.,2,1013,3,ταὶ,ὁ,no
Argon.,2,1014,5,τοῖσι,ὁ,no
Argon.,2,1015,5,τοῖσιν,ὁ,no
Argon.,2,1018,6,τοῖσι,ὁ,no
Argon.,2,1030,1,τοὺς,ὁ,no
Argon.,2,1036,3,οἱ,ὁ,postpositive
Argon.,2,1036,6,τὸ,ὁ,no
Argon.,2,1038,2,οἱ,ὁ,no
Argon.,2,1039,2,τὸ,ὁ,no
Argon.,2,1046,1,τοῖσιν,ὁ,no
Argon.,2,1054,3,τὸ,ὁ,no
Argon.,2,1056,5,αἱ,ὁ,no
Argon.,2,1059,4,τὸ,ὁ,no
Argon.,2,1071,3,τοὶ,ὁ,no
Argon.,2,1072,1,τοὶ,ὁ,no
Argon.,2,1084,8,τοὶ,ὁ,no
Argon.,2,1084,11,τοῖσιν,ὁ,no
Argon.,2,1088,4,τοῖσιν,ὁ,no
Argon.,2,1096,2,ὁ,ὁ,prepositive
Argon.,2,1106,1,οἱ,ὁ,no
Argon.,2,1113,2,τοὺς,ὁ,no
Argon.,2,1118,1,τοὺς,ὁ,no
Argon.,2,1120,4,τὸ,ὁ,prepositive
Argon.,2,1133,3,ὁ,ὁ,no
Argon.,2,1134,1,τὸν,ὁ,no
Argon.,2,1140,1,τὸν,ὁ,no
Argon.,2,1144,3,τόν,ὁ,no
Argon.,2,1146,1,τὸν,ὁ,no
Argon.,2,1148,5,οἱ,ὁ,postpositive
Argon.,2,1150,1,τῶν,ὁ,prepositive
Argon.,2,1150,7,ὁ,ὁ,no
Argon.,2,1155,5,τῷ,ὁ,no
Argon.,2,1156,1,τῷ,ὁ,no
Argon.,2,1165,2,τὰ,ὁ,no
Argon.,2,1179,3,τὰ,ὁ,prepositive
Argon.,2,1187,1,τὴν,ὁ,no
Argon.,2,1188,7,οἱ,ὁ,postpositive
Argon.,2,1196,3,οἱ,ὁ,no
Argon.,2,1212,3,οἱ,ὁ,postpositive
Argon.,2,1225,2,οἱ,ὁ,postpositive
Argon.,2,1229,4,τὰ,ὁ,no
Argon.,2,1233,3,ὁ,ὁ,no
Argon.,2,1235,4,τοὺς,ὁ,no
Argon.,2,1236,4,ὁ,ὁ,no
Argon.,2,1238,1,ἡ,ὁ,no
Argon.,2,1251,1,τὸν,ὁ,no
Argon.,2,1265,6,ὁ,ὁ,no
Argon.,2,1268,5,τὸ,ὁ,prepositive
Argon.,2,1269,1,τοῖο,ὁ,prepositive
Argon.,2,1283,4,τὸ,ὁ,no
Argon.,3,6,2,οἱ,ὁ,no
Argon.,3,7,4,αἱ,ὁ,no
Argon.,3,17,3,τὴν,ὁ,no
Argon.,3,28,5,τὸν,ὁ,no
Argon.,3,32,7,τοῖο,ὁ,no
